market_name,city,Geography,state
,College Park,Prince George's County (MD),MD
,College Park,,GA
,College Park,,MD
,College Station,Brazos County (TX),TX
,College Station,,TX
,Collierville,,TN
,Collinsville,,IL
,Colonial Heights,,VA
,Colonie,,NY
,Colorado Springs,El Paso County (CO),CO
,Colorado Springs,,CO
,Colton,,CA
,Columbia,Boone County (MO),MO
,Columbia,Richland County (SC),SC
,Columbia,,MD
,Columbia,,MO
,Columbia,,PA
,Columbia,,SC
,Columbia,,TN
,Columbus,Bartholomew County (IN),IN
,Columbus,Colorado County (TX),TX
,Columbus,Franklin County (OH),OH
,Columbus,Muscogee County (GA),GA
,Columbus,,GA
,Columbus,,MS
,Columbus,,NE
,Columbus,,OH
,Comanche,,TX
,Commack,,NY
,Commerce,,GA
,Compton,,CA
,Concord,Cabarrus County (NC),NC
,Concord,,CA
,Concord,,NC
,Concord,,NH
,Concordia,Cloud County (KS),KS
,Concordia,,MO
,Conneaut,,OH
,Conover,,NC
,Conroe,Montgomery County (TX),TX
,Conroe,,TX
,Conway,,AR
,Conyers,,GA
,Cookeville,,TN
,Coopersburg,,PA
,Copley,Summit County (OH),OH
,Coralville,,IA
,Coraopolis,,PA
,Corbin,,KY
,Cordele,,GA
,Cordova,,TN
,Corinth,,MS
,Cornelia,,GA
,Cornelius,,NC
,Corning,,CA
,Corolla,,NC
,Corona,,CA
,Corpus Christi,Nueces County (TX),TX
,Corpus Christi,,TX
,Corsicana,,TX
,Cortez,,CO
,Costa Mesa,,CA
,Cotati,,CA
,Cottage Grove,,OR
,Cottage Grove,,WI
,Cottonwood,Yavapai County (AZ),AZ
,Cotulla,,TX
,Council Bluffs,,IA
,Covington,St. Tammany Parish (LA),LA
,Covington,,GA
,Covington,,IN
,Covington,,KY
,Covington,,LA
,Covington,,TN
,Covington,,VA
,Cranberry Township,,PA
,Cranbury,,NJ
,Crawfordsville,Montgomery County (IN),IN
,Creedmoor,,NC
,Crescent City,Del Norte County (CA),CA
,Crescent City,,CA
,Creston,,IA
,Crestview,,FL
,Crete,,NE
,Crisfield,,MD
,Crosby,,TX
,Cross Lanes,Kanawha County (WV),WV
,Crowley,,LA
,Crownpoint,,NM
,Cuba,Crawford County (MO),MO
,Cullman,,AL
,Cullowhee,,NC
,Culpeper,,VA
,Culver,,IN
,Cumberland,,MD
,Cumming,,GA
,Curtice,,OH
,Custer,,SD
,Cut Bank,,MT
,Cut Off,,LA
,Cypress,,CA
,DALLAS,,TX
,DENHAM SPRINGS,,LA
,DENISON,,TX
,DILLON,,MT
,DULLES CORNER,,VA
,Dahlonega,,GA
,Daleville,,VA
,Dalhart,Dallam County (TX),TX
,Dalhart,,TX
,Dallas,Dallas County (TX),TX
,Dallas,,TX
,Dalton,,GA
,Dana Point,,CA
,Danbury,,CT
,Dandridge,Jefferson County (TN),TN
,Dandridge,,TN
,Danvers,Essex County (MA),MA
,Danvers,,MA
,Danville,,IL
,Danville,,PA
,Danville,,VA
,Daphne,,AL
,Davenport,Scott County (IA),IA
,Davenport,,FL
,Davenport,,IA
,Davie,,FL
,Davis,Yolo County (CA),CA
,Davis,,CA
,Davison,,MI
,Dawson,,GA
,Dawsonville,,GA
,Dayton,,NJ
,Dayton,,OH
,Dayton,,TN
,Dayton,,TX
,Daytona Beach,Volusia County (FL),FL
,Daytona Beach,,FL
,Daytona Beach Shores,,FL
,De Land,,FL
,DeFuniak Springs,Walton County (FL),FL
,DeFuniak Springs,,FL
,Deadwood,Lawrence County (SD),SD
,Dearborn,,MI
,Decatur,Morgan County (AL),AL
,Decatur,,AL
,Decatur,,GA
,Decatur,,IL
,Dedham,,MA
,Deer Lodge,,MT
,Deerfield Beach,,FL
,Dekalb,,IL
,Del Mar,San Diego County (CA),CA
,Del Rio,,TX
,Del Valle,,TX
,Deland,,FL
,Delano,,CA
,Delano,,MN
,Delavan,,WI
,Delmar,,MD
,Delta,Delta County (CO),CO
,Deming,,NM
,Denham Springs,,LA
,Denison,,TX
,Denton,Denton County (TX),TX
,Denton,,TX
,Denver,Denver County (CO),CO
,Denver,,CO
,Denver,,PA
,Denville,,NJ
,Deptford,,NJ
,Derby,,KS
,Des Moines,Polk County (IA),IA
,Des Moines,,IA
,Des Moines,,WA
,Desloge,,MO
,Desoto,Dallas County (TX),TX
,Desoto,,TX
,Destin,,FL
,Detroit,,MI
,Devils Lake,,ND
,Dewey,,AZ
,Diamond Bar,,CA
,Diamondhead,,MS
,Diberville,,MS
,Dickinson,Stark County (ND),ND
,Dickinson,,ND
,Dickson,,TN
,Dillon,,CO
,Dillon,,SC
,Dillwyn,,VA
,Dilworth,,MN
,Dimondale,,MI
,District Heights,,MD
,Dixon,,CA
,Dixon,,IL
,Dodge City,,KS
,Donaldsonville,,LA
,Doniphan,,MO
,Donna,,TX
,Doswell,,VA
,Dothan,Houston County (AL),AL
,Dothan,,AL
,Douglas,,GA
,Douglas,,WY
,Douglasville,,GA
,Dover,,DE
,Dover,,OH
,Downers Grove,,IL
,Downey,,CA
,Draper,,UT
,Dry Ridge,,KY
,Du Bois,,PA
,DuBois,,PA
,Duarte,,CA
,Dublin,,CA
,Dublin,,GA
,Dublin,,OH
,Dubois,,PA
,Dubuque,,IA
,Duluth,,GA
,Duluth,,MN
,Dumas,,AR
,Dumas,,TX
,Dumfries,,VA
,Dunbar,,WV
,Duncan,,SC
,Duncanville,,TX
,Dundee,,FL
,Dundee,,MI
,Dunedin,,FL
,Dunkirk,,NY
,Dunn,Harnett County (NC),NC
,Dunn,,NC
,Dunnellon,,FL
,Dunnigan,,CA
,Durango,,CO
,Durham,,NC
,Dyersburg,,TN
,EMERALD ISLE,,NC
,ERIE,,PA
,Eads,,CO
,Eagan,Dakota County (MN),MN
,Eagan,,MN
,Eagle Pass,,TX
,East Boston,,MA
,East Dublin,,GA
,East Elmhurst,Queens County (NY),NY
,East Granby,,CT
,East Grand Forks,,MN
,East Greenbush,,NY
,East Greenwich,,RI
,East Hazel Crest,,IL
,East Point,,GA
,East Syracuse,,NY
,East Windsor,,CT
,Eastlake,,OH
,Eastland,,TX
,Easton,Northampton County (PA),PA
,Eaton,,OH
,Eau Claire,Eau Claire County (WI),WI
,Eau Claire,,WI
,Edgerton,,KS
,Edgewood,,MD
,Edinburg,,TX
,Edison,,NJ
,Edmond,,OK
,Effingham,Effingham County (IL),IL
,Effingham,,IL
,Egg Harbor Township,Atlantic County (NJ),NJ
,Egg Harbor Township,,NJ
,El Cajon,San Diego County (CA),CA
,El Cajon,,CA
,El Campo,,TX
,El Centro,Imperial County (CA),CA
,El Centro,,CA
,El Dorado,,AR
,El Monte,,CA
,El Paso,El Paso County (TX),TX
,El Paso,,TX
,El Reno,,OK
,El Segundo,,CA
,Elberton,,GA
,Elephant Butte,,NM
,Elgin,,IL
,Elgin,,TX
,Elizabeth,,NJ
,Elizabeth City,,NC
,Elizabethton,,TN
,Elizabethtown,,KY
,Elk City,Beckham County (OK),OK
,Elk City,,OK
,Elk Grove,,CA
,Elk Grove Village,Cook County (IL),IL
,Elk Grove Village,,IL
,Elkhart,Elkhart County (IN),IN
,Elkhart,,IN
,Elkhart Lake,,WI
,Elkin,,NC
,Elkins,,WV
,Elko,,NV
,Elkton,,MD
,Ellensburg,Kittitas County (WA),WA
,Ellensburg,,WA
,Ellenton,Manatee County (FL),FL
,Ellicott City,,MD
,Elm Creek,,NE
,Elmendorf,,TX
,Elmhurst,,IL
,Elmira,,NY
,Eloy,,AZ
,Elyria,Lorain County (OH),OH
,Emporia,Greensville + Emporia (VA),VA
,Emporia,Lyon County (KS),KS
,Emporia,,KS
,Emporia,,VA
,Encinitas,,CA
,Endicott,,NY
,Englewood,,CO
,Englewood,,FL
,Enid,Garfield County (OK),OK
,Enid,,OK
,Enterprise,Coffee County (AL),AL
,Enterprise,,AL
,Ephraim,,UT
,Erick,,OK
,Erie,Erie County (PA),PA
,Erie,,PA
,Erlanger,,KY
,Escanaba,Delta County (MI),MI
,Escanaba,,MI
,Escondido,San Diego County (CA),CA
,Escondido,,CA
,Espanola,,NM
,Essex Junction,,VT
,Essington,Delaware County (PA),PA
,Essington,,PA
,Estes Park,Larimer County (CO),CO
,Estes Park,,CO
,Estherville,,IA
,Etowah,,TN
,Etters,,PA
,Eugene,Lane County (OR),OR
,Eugene,,OR
,Euless,,TX
,Eureka,Humboldt County (CA),CA
,Eureka,,CA
,Eureka,,MO
,Eureka Springs,,AR
,Eustis,,FL
,Evans,,CO
,Evanston,,WY
,Evansville,Vanderburgh County (IN),IN
,Evansville,,IN
,Evansville,,WY
,Everett,,WA
,Evergreen,,AL
,Exton,,PA
,FORT LAUDERDALE,,FL
,FORT WORTH,,TX
,FRANKLIN,,NC
,Fair Play,,SC
,Fairbanks,,AK
,Fairburn,Fulton County (GA),GA
,Fairburn,,GA
,Fairfax,"Fairfax, Fairfax City + Falls Church (VA)",VA
,Fairfax,,VA
,Fairfield,Solano County (CA),CA
,Fairfield,,AL
,Fairfield,,CA
,Fairfield,,IA
,Fairfield,,OH
,Fairfield,,TX
,Fairmont,,WV
,Fairview Heights,,IL
,Fairview Park,,OH
,Fall River,Bristol County (MA),MA
,Falls Church,,VA
,Falmouth,,MA
,Far Rockaway,,NY
,Fargo,,ND
,Faribault,,MN
,Farmers Branch,,TX
,Farmingdale,,NJ
,Farmington,San Juan County (NM),NM
,Farmington,,NM
,Farmington,,NY
,Farmington Hills,,MI
,Farmville,,VA
,Farragut,,TN
,Fayetteville,Cumberland County (NC),NC
,Fayetteville,Washington County (AR),AR
,Fayetteville,,AR
,Fayetteville,,GA
,Fayetteville,,NC
,Federal Way,King County (WA),WA
,Fellsmere,,FL
,Fenton,,MO
,Fern Park,,FL
,Fife,Pierce County (WA),WA
,Fife,,WA
,Fillmore,,UT
,Findlay,,OH
,Fishers,,IN
,Fishkill,,NY
,Flagstaff,Coconino County (AZ),AZ
,Flagstaff,,AZ
,Flat Rock,Wayne County (MI),MI
,Flint,Genesee County (MI),MI
,Flint,,MI
,Flora,,IL
,Floral Park,Nassau County (NY),NY
,Florence,Boone County (KY),KY
,Florence,,AZ
,Florence,,KY
,Florence,,MS
,Florence,,NJ
,Florence,,SC
,Florida City,Miami-Dade County (FL),FL
,Florida City,,FL
,Flowood,,MS
,Flushing,Queens County (NY),NY
,Foley,,AL
,Fond Du Lac,,WI
,Fontana,San Bernardino County (CA),CA
,Fontana,,CA
,Fords,,NJ
,Forest Park,,GA
,Forrest City,,AR
,Fort Bragg,,CA
,Fort Collins,,CO
,Fort Dodge,Webster County (IA),IA
,Fort Lauderdale,Broward County (FL),FL
,Fort Lauderdale,,FL
,Fort Lee,Bergen County (NJ),NJ
,Fort Lee,,NJ
,Fort Mill,,SC
,Fort Morgan,Morgan County (CO),CO
,Fort Myers,,FL
,Fort Payne,,AL
,Fort Pierce,St. Lucie County (FL),FL
,Fort Pierce,,FL
,Fort Smith,,AR
,Fort Stockton,,TX
,Fort Walton Beach,,FL
,Fort Washington,,PA
,Fort Wayne,Allen County (IN),IN
,Fort Wayne,,IN
,Fort Worth,Tarrant County (TX),TX
,Fort Worth,,TX
,Fort Wright,,KY
,Fountain,,CO
,Frackville,Schuylkill County (PA),PA
,Franconia,,NH
,Frankfort,,KY
,Franklin,Johnson County (IN),IN
,Franklin,Williamson County (TN),TN
,Franklin,,IN
,Franklin,,OH
,Franklin,,TN
,Franklin,,TX
,Franklin Park,Cook County (IL),IL
,Franklin Park,,IL
,Fraser,,CO
,Frederick,,MD
,Fredericksburg,Gillespie County (TX),TX
,Fredericksburg,,TX
,Fredericksburg,,VA
,Fredericktown,,MO
,Fremont,,CA
,Fremont,,NE
,Fresno,Fresno County (CA),CA
,Fresno,,CA
,Friendswood,,TX
,Frisco,,CO
,Frisco,,TX
,Front Royal,Warren County (VA),VA
,Front Royal,,VA
,Fruita,,CO
,Ft Lauderdale,,FL
,Ft. Myers Beach,,FL
,Fullerton,,CA
,Fulton,Whiteside County (IL),IL
,Fulton,,KY
,Fulton,,NY
,Fultondale,,AL
,Fultonville,,NY
,GRAPEVINE,,TX
,GREENSBORO,,NC
,Gainesville,Alachua County (FL),FL
,Gainesville,,FL
,Gainesville,,GA
,Gainesville,,TX
,Gaithersburg,,MD
,Galena Park,,TX
,Galion,,OH
,Gallatin,,TN
,Galliano,,LA
,Gallipolis,,OH
,Galloway,Atlantic County (NJ),NJ
,Gallup,McKinley County (NM),NM
,Gallup,,NM
,Galveston,,TX
,Garden City,,GA
,Garden City,,KS
,Garden Grove,,CA
,Gardena,,CA
,Gardendale,,AL
,Gardiner,,MT
,Gardner,,MA
,Garibaldi,Tillamook County (OR),OR
,Garibaldi,,OR
,Garland,,TX
,Garner,,NC
,Gastonia,,NC
,Gatlinburg,Sevier County (TN),TN
,Gatlinburg,,TN
,Gautier,Jackson County (MS),MS
,Gaylord,,MI
,Geneseo,,IL
,Georgetown,Williamson County (TX),TX
,Georgetown,,KY
,Georgetown,,SC
,Georgetown,,TX
,Gettysburg,Adams County (PA),PA
,Gettysburg,,PA
,Ghent,,WV
,Gibsonia,,PA
,Gibsonton,,FL
,Gila Bend,,AZ
,Gilbert,,AZ
,Gillette,,WY
,Gilroy,,CA
,Girard,,OH
,Glasgow,,KY
,Glen Allen,,VA
,Glen Burnie,,MD
,Glen Ellyn,,IL
,Glen Rose,,TX
,Glendale,,AZ
,Glendale,,CA
,Glendive,,MT
,Glendora,,CA
,Glenn Dale,,MD
,Glens Falls,Warren County (NY),NY
,Glens Falls,,NY
,Glenwood Springs,,CO
,Globe,,AZ
,Gluckstadt,,MS
,Goddard,,KS
,Gold Beach,,OR
,Golden,,CO
,Goldsboro,Wayne County (NC),NC
,Goldsboro,,NC
,Gonzales,,LA
,Goodland,,KS
,Goodlettsville,,TN
,Goodyear,,AZ
,Goose Creek,,SC
,Gorham,,NH
,Gorman,Kern County (CA),CA
,Goshen,Orange County (NY),NY
,Grafton,,WI
,Graham,,NC
,Graham,,TX
,Grambling,,LA
,Granbury,,TX
,Grand Blanc,,MI
,Grand Canyon,,AZ
,Grand Forks,,ND
,Grand Island,,NE
,Grand Junction,Mesa County (CO),CO
,Grand Junction,,CO
,Grand Marais,,MN
,Grand Prairie,Dallas County (TX),TX
,Grand Prairie,,TX
,Grand Rapids,,MI
,Grandview,,MO
,Grants,Cibola County (NM),NM
,Grants,,NM
,Grants Pass,,OR
,Grantsburg,,WI
,Grantville,,PA
,Grapevine,,TX
,Grasonville,,MD
,Grayling,,MI
,Grayville,,IL
,Great Barrington,,MA
,Great Bend,Barton County (KS),KS
,Great Falls,Cascade County (MT),MT
,Great Falls,,MT
,Great Mills,,MD
,Great Neck,,NY
,Greeley,,CO
,Green Bay,,WI
,Green Cove Springs,,FL
,Green River,,UT
,Green Valley,,AZ
,Greencastle,,PA
,Greeneville,,TN
,Greenfield,,MA
,Greenport,,NY
,Greensboro,Guilford County (NC),NC
,Greensboro,,NC
,Greensburg,Westmoreland County (PA),PA
,Greensburg,,IN
,Greensburg,,KS
,Greensburg,,PA
,Greenville,Bond County (IL),IL
,Greenville,Greenville County (SC),SC
,Greenville,Pitt County (NC),NC
,Greenville,Washington County (MS),MS
,Greenville,,AL
,Greenville,,MS
,Greenville,,NC
,Greenville,,SC
,Greenville,,TX
,Greenville,,VA
,Greenwood,,IN
,Greenwood,,MS
,Greenwood,,SC
,Greenwood Village,,CO
,Grenada,,MS
,Gresham,,OR
,Gretna,Jefferson Parish (LA),LA
,Gretna,,LA
,Grinnell,,IA
,Groton,New London County (CT),CT
,Groton,,CT
,Grove City,,PA
,Grovetown,,GA
,Gulf Shores,,AL
,Gulfport,Harrison County (MS),MS
,Gulfport,,MS
,Gurnee,,IL
,Guymon,,OK
,HAMMOND,,LA
,HARRODSBURG,,KY
,HOUSTON,,TX
,Hackettstown,,NJ
,Hagerstown,,MD
,Haines City,,FL
,Haltom City,,TX
,Ham Lake,,MN
,Hamburg,,PA
,Hamilton,Marion County (AL),AL
,Hammond,Lake County (IN),IN
,Hammond,,LA
,Hammonton,Atlantic County (NJ),NJ
,Hampton,Hampton city (VA),VA
,Hampton,,NH
,Hampton,,VA
,Hancock,,MD
,Hanford,,CA
,Hannibal,Marion County (MO),MO
,Hannibal,,MO
,Hanover,,MD
,Hanover,,PA
,Hanover Park,,IL
,Hardeeville,,SC
,Harlingen,,TX
,Harmarville,,PA
,Harrah,,OK
,Harriman,Roane County (TN),TN
,Harriman,,TN
,Harrisburg,Dauphin County (PA),PA
,Harrisburg,,PA
,Harrison,,AR
,Harrison,,OH
,Harrisonburg,,VA
,Hart,Oceana County (MI),MI
,Hartford,,CT
,Hartselle,,AL
,Harvey,,IL
,Harvey,,LA
,Hastings,,NE
,Hattiesburg,Forrest County (MS),MS
,Hattiesburg,,MS
,Haubstadt,,IN
,Havelock,Craven County (NC),NC
,Haverhill,,MA
,Hawthorne,,CA
,Hawthorne,,NY
,Hayden,,CO
,Hays,,KS
,Hayti,,MO
,Hayward,Sawyer County (WI),WI
,Hayward,,CA
,Hazel Park,,MI
,Hazen,,AR
,Hazlet,,NJ
,Hazleton,,PA
,Heath,Licking County (OH),OH
,Heath,,OH
,Heavener,,OK
,Heber City,,UT
,Hebron,,KY
,Hebron,,OH
,Helen,,GA
,Helena,,MT
,Hempstead,,NY
,Henderson,Vance County (NC),NC
,Henderson,,AR
,Henderson,,NC
,Henderson,,NV
,Henderson,,TX
,Hendersonville,,NC
,Hendersonville,,TN
,Hermitage,,PA
,Hermitage,,TN
,Hernando,,FL
,Hershey,Dauphin County (PA),PA
,Hesperia,,CA
,Heyburn,,ID
,Hiawassee,,GA
,Hiawatha,,KS
,Hickory,,NC
,High Point,Guilford County (NC),NC
,High Point,,NC
,Highland,,NY
,Highland Falls,,NY
,Highwood,,IL
,Hill City,,SD
,Hilliard,Franklin County (OH),OH
,Hilliard,,OH
,Hillsboro,,OR
,Hillsboro,,WI
,Hillsville,,VA
,Hilo - Hawaii,,HI
,Hilton Head Island,Beaufort County (SC),SC
,Hilton Head Island,,SC
,Hinckley,,MN
,Hines,,OR
,Hinesville,Liberty County (GA),GA
,Hinesville,,GA
,Hixson,,TN
,Hobbs,,NM
,Hogansburg,,NY
,Hogansville,,GA
,Holbrook,,AZ
,Holland,,MI
,Hollister,,MO
,Holly Springs,,MS
,Hollywood,Los Angeles County (CA),CA
,Hollywood,,CA
,Hollywood,,FL
,Homewood,,AL
,Honesdale,,PA
,Honolulu,Honolulu County (HI),HI
,Honolulu - Oahu,,HI
,Hood River,Hood River County (OR),OR
,Hooksett,,NH
,Hope,,AR
,Hope Hull,,AL
,Hopewell,,VA
,Hopkinsville,,KY
,Hornell,,NY
,Horseheads,,NY
,Horsham,,PA
,Hot Springs,Garland County (AR),AR
,Hot Springs,,AR
,Hot Springs,,SD
,Houghton Lake,Roscommon County (MI),MI
,Houghton Lake,,MI
,Houma,Terrebonne Parish (LA),LA
,Houma,,LA
,Houston,Harris County (TX),TX
,Houston,,TX
,Howell,,MI
,Hudson,Summit County (OH),OH
,Hudson,,CO
,Hudson,,FL
,Hull,,MA
,Humble,Harris County (TX),TX
,Humble,,TX
,Hummelstown,,PA
,Hunt Valley,,MD
,Hunters Hollow,,KY
,Huntersville,Mecklenburg County (NC),NC
,Huntersville,,NC
,Huntington Beach,,CA
,Huntington Park,Los Angeles County (CA),CA
,Huntsville,,AL
,Huntsville,,TX
,Hurley,,WI
,Huron,,SD
,Hurricane,,WV
,Hutchinson,Reno County (KS),KS
,Hutchinson,,KS
,Hutchinson,,MN
,Hyannis,Barnstable County (MA),MA
,Hyannis,,MA
,Hyde Park,,NY
,Idabel,,OK
,Idaho Falls,,ID
,Independence,,MO
,Independence,,OH
,Indian Rocks Beach,,FL
,Indian Shores,,FL
,Indiana,Indiana County (PA),PA
,Indianapolis,Marion County (IN),IN
,Indianapolis,,IN
,Indianola,Sunflower County (MS),MS
,Indianola,,IA
,Indio,,CA
,Ingleside,San Patricio County (TX),TX
,Inglewood,Los Angeles County (CA),CA
,Inglewood,,CA
,Inkster,,MI
,Intercourse,,PA
,Inverness,,FL
,Iola,,KS
,Iowa City,Johnson County (IA),IA
,Iowa City,,IA
,Irvine,,CA
,Irving,,TX
,Ithaca,,NY
,Jacksboro,,TX
,Jackson,Hinds County (MS),MS
,Jackson,Teton County (WY),WY
,Jackson,,AL
,Jackson,,MI
,Jackson,,MS
,Jackson,,TN
,Jackson,,WY
,Jacksonville,Cherokee County (TX),TX
,Jacksonville,Duval County (FL),FL
,Jacksonville,Onslow County (NC),NC
,Jacksonville,,AR
,Jacksonville,,FL
,Jacksonville,,IL
,Jacksonville,,NC
,Jacksonville Beach,,FL
,Jamaica,Queens County (NY),NY
,Jamaica,,NY
,Jamestown,,CA
,Jamestown,,ND
,Jamestown,,NY
,Janesville,,WI
,Jasper,Dubois County (IN),IN
,Jasper,,FL
,Jasper,,IN
,Jasper,,TN
,Jefferson,Jefferson County (WI),WI
,Jefferson City,,MO
,Jeffersonville,,IN
,Jekyll Island,,GA
,Jennings,,FL
,Jennings,,LA
,Jerome,,ID
,Jersey City,Hudson County (NJ),NJ
,Jersey City,,NJ
,Jesup,,GA
,Joelton,,TN
,Johns Island,,SC
,Johnson City,,TN
,Johnson Creek,,WI
,Johnston,,IA
,Johnston,,RI
,Johnstown,,CO
,Joliet,Will County (IL),IL
,Joliet,,IL
,Jonesboro,,AR
,Jonesboro,,GA
,Joppa,,MD
,Jourdanton,,TX
,Junction,Kimble County (TX),TX
,Junction,,TX
,Junction City,Geary County (KS),KS
,Junction City,,KS
,Jupiter,,FL
,Kadoka,Jackson County (SD),SD
,Kalamazoo,,MI
,Kalispell,,MT
,Kanab,,UT
,Kannapolis,Cabarrus County (NC),NC
,Kannapolis,,NC
,Kansas City,Platte County (MO),MO
,Kansas City,,KS
,Kansas City,,MO
,Katy,,TX
,Kearney,,NE
,Keene,,NH
,Kelso,Cowlitz County (WA),WA
,Kemah,,TX
,Kenedy,,TX
,Kenly,,NC
,Kennebunkport,,ME
,Kenner,Jefferson Parish (LA),LA
,Kenner,,LA
,Kennesaw,,GA
,Kennewick,,WA
,Kenosha,,WI
,Kent,,OH
,Kent,,WA
,Keokuk,,IA
,Kernersville,Forsyth County (NC),NC
,Kernersville,,NC
,Kerrville,,TX
,Ketchikan,,AK
,Ketchum,,ID
,Kettleman City,,CA
,Kew Gardens,,NY
,Kewanee,Henry County (IL),IL
,Key Largo,Monroe County (FL),FL
,Key West,,FL
,Keyser,,WV
,Keystone,,SD
,Kihei - Maui,,HI
,Kilgore,,TX
,Kill Devil Hills,,NC
,Killeen,Bell County (TX),TX
,Killeen,,TX
,Killington,,VT
,Kimball,Marion County (TN),TN
,Kimball,,NE
,Kimberly,,WI
,Kinder,Allen Parish (LA),LA
,Kinder,,LA
,King,,NC
,King George,King George County (VA),VA
,King of Prussia,Montgomery County (PA),PA
,King of Prussia,,PA
,Kingdom City,,MO
,Kingfisher,,OK
,Kingman,Mohave County (AZ),AZ
,Kingman,,AZ
,Kingsburg,,CA
,Kingsland,Camden County (GA),GA
,Kingsland,,GA
,Kingsport,,TN
,Kingston,,NY
,Kingston,,TN
,Kingsville,Kleberg County (TX),TX
,Kinston,,NC
,Kiowa,,OK
,Kirkland,,WA
,Kirtland,,NM
,Kissimmee,Osceola County (FL),FL
,Kissimmee,,FL
,Kittanning,,PA
,Kittery,,ME
,Klamath Falls,Klamath County (OR),OR
,Klamath Falls,,OR
,Knob Noster,,MO
,Knox,,IN
,Knoxville,Knox County (TN),TN
,Knoxville,,TN
,Kodak,,TN
,Kokomo,,IN
,Koloa - Kauai,,HI
,LEXINGTON,,VA
,La Crosse,,VA
,La Grande,,OR
,La Grange,,IL
,La Habra,,CA
,La Jolla,,CA
,La Junta,,CO
,La Mesa,San Diego County (CA),CA
,La Mesa,,CA
,La Pine,,OR
,La Place,St. John the Baptist Parish (LA),LA
,La Place,,LA
,La Plata,,MD
,La Porte,,IN
,La Porte,,TX
,La Verkin,,UT
,LaGrange,,GA
,Ladson,,SC
,Lafayette,Lafayette Parish (LA),LA
,Lafayette,Tippecanoe County (IN),IN
,Lafayette,,IN
,Lafayette,,LA
,Laguna Beach,,CA
,Laguna Hills,Orange County (CA),CA
,Lahaina - Maui,,HI
,Laie - Oahu,,HI
,Lake Charles,,LA
,Lake City,,FL
,Lake Elmo,,MN
,Lake Forest,,CA
,Lake George,Warren County (NY),NY
,Lake George,,NY
,Lake Harmony,Carbon County (PA),PA
,Lake Havasu City,,AZ
,Lake Jackson,,TX
,Lake Mary,,FL
,Lake Mills,,WI
,Lake Oswego,,OR
,Lake Park,Lowndes County (GA),GA
,Lake St. Louis,,MO
,Lake Wales,,FL
,Lakehurst,,NJ
,Lakeland,Polk County (FL),FL
,Lakeland,,FL
,Lakeland,,TN
,Lakeport,,CA
,Lakewood,,CO
,Lakewood,,NJ
,Lakewood,,WA
,Lamar,Prowers County (CO),CO
,Lancaster,,OH
,Lancaster,,PA
,Lancaster,,TX
,Lancaster,,WI
,Landover Hills,,MD
,Lanham,,MD
,Lansing,,MI
,Laramie,,WY
,Larchwood,,IA
,Laredo,,TX
,Largo,Pinellas County (FL),FL
,Las Cruces,,NM
,Las Vegas,Clark County (NV),NV
,Las Vegas,,NM
,Las Vegas,,NV
,Latham,,NY
,Lathrop,,CA
,Latta,,SC
,Lauderdale-by-the-Sea,,FL
,Laurel,Jones County (MS),MS
,Laurel,,MD
,Laurel,,MS
,Lavale,Allegany County (MD),MD
,Lavale,,MD
,Lawndale,,CA
,Lawrence,Douglas County (KS),KS
,Lawrence,,KS
,Lawrenceburg,Lawrence County (TN),TN
,Lawrenceburg,,IN
,Lawrenceville,,GA
,Lawrenceville,,NJ
,Lawton,,OK
,League City,,TX
,Leavenworth,,WA
,Lebanon,,IN
,Lebanon,,MO
,Lebanon,,OH
,Lebanon,,TN
,Lebec,,CA
,Lee,Berkshire County (MA),MA
,Lee,,MA
,Lees Summit,Jackson County (MO),MO
,Lees Summit,,MO
,Leesburg,,FL
,Leesville,Vernon Parish (LA),LA
,Leesville,,LA
,Leland,,NC
,Lenexa,Johnson County (KS),KS
,Lenexa,,KS
,Lenoir City,,TN
,Lenox,,MA
,Leominster,,MA
,Leonardtown,,MD
,Levelland,,TX
,Levittown,Bucks County (PA),PA
,Lewes,,DE
,Lewisburg,Union County (PA),PA
,Lewisburg,,WV
,Lewiston,Nez Perce County (ID),ID
,Lewiston,,ID
,Lewiston,,ME
,Lewisville,,TX
,Lexington,Fayette County (KY),KY
,Lexington,,KY
,Lexington,,NC
,Lexington,,NE
,Lexington,,VA
,Libby,,MT
,Liberal,,KS
,Liberty,,NY
,Liberty,,TX
,Liberty Township,,OH
,Lickdale,,PA
,Lillington,,NC
,Lima,Allen County (OH),OH
,Lima,,OH
,Limerick,,PA
,Limon,,CO
,Lincoln,Grafton County (NH),NH
,Lincoln,Lancaster County (NE),NE
,Lincoln,,CA
,Lincoln,,NE
,Lincoln City,Lincoln County (OR),OR
,Lincoln City,,OR
,Lincoln Park,,MI
,Lindale,,TX
,Linden,,NJ
,Linthicum Heights,,MD
,Lithia Springs,,GA
,Lithonia,,GA
,Little Rock,Pulaski County (AR),AR
,Little Rock,,AR
,Littleton,,CO
,Littleton,,NH
,Livermore,Alameda County (CA),CA
,Livermore,,CA
,Liverpool,Onondaga County (NY),NY
,Liverpool,,NY
,Livingston,Park County (MT),MT
,Livingston,,TX
,Lloyd,,FL
,Lock Haven,,PA
,Locust Grove,,GA
,Lodi,,CA
,Lodi,,OH
,Logan,,OH
,Logan,,UT
,Loganville,,GA
,Loma Linda,,CA
,Lombard,,IL
,Lompoc,Santa Barbara County (CA),CA
,Lompoc,,CA
,London,,OH
,Long Beach,Pacific County (WA),WA
,Long Beach,,CA
